Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad;Total
Total Nacional;08 Castilla - La Mancha;Mujeres;Menores de 15 años;0
Total Nacional;08 Castilla - La Mancha;Mujeres;De 15 a 29 años;1
Total Nacional;08 Castilla - La Mancha;Mujeres;De 30 a 39 años;7
Total Nacional;08 Castilla - La Mancha;Mujeres;De 40 a 44 años;4
Total Nacional;08 Castilla - La Mancha;Mujeres;De 45 a 49 años;4
Total Nacional;08 Castilla - La Mancha;Mujeres;De 50 a 54 años;1
Total Nacional;08 Castilla - La Mancha;Mujeres;De 55 a 59 años;4
Total Nacional;08 Castilla - La Mancha;Mujeres;De 60 a 64 años;3
Total Nacional;08 Castilla - La Mancha;Mujeres;De 65 a 69 años;3
Total Nacional;08 Castilla - La Mancha;Mujeres;De 70 a 74 años;3
Total Nacional;08 Castilla - La Mancha;Mujeres;De 75 a 79 años;3
Total Nacional;08 Castilla - La Mancha;Mujeres;De 80 a 84 años;2
Total Nacional;08 Castilla - La Mancha;Mujeres;De 85 a 89 años;2
Total Nacional;08 Castilla - La Mancha;Mujeres;De 90 a 94 años;0
Total Nacional;08 Castilla - La Mancha;Mujeres;De 95 años y más;0
Total Nacional;09 Cataluña;Ambos sexos;Todas las edades;535
Total Nacional;09 Cataluña;Ambos sexos;Menores de 15 años;2
Total Nacional;09 Cataluña;Ambos sexos;De 15 a 29 años;52
Total Nacional;09 Cataluña;Ambos sexos;De 30 a 39 años;68
Total Nacional;09 Cataluña;Ambos sexos;De 40 a 44 años;49
Total Nacional;09 Cataluña;Ambos sexos;De 45 a 49 años;58
Total Nacional;09 Cataluña;Ambos sexos;De 50 a 54 años;71
Total Nacional;09 Cataluña;Ambos sexos;De 55 a 59 años;35
Total Nacional;09 Cataluña;Ambos sexos;De 60 a 64 años;42
Total Nacional;09 Cataluña;Ambos sexos;De 65 a 69 años;34
Total Nacional;09 Cataluña;Ambos sexos;De 70 a 74 años;27
Total Nacional;09 Cataluña;Ambos sexos;De 75 a 79 años;27
Total Nacional;09 Cataluña;Ambos sexos;De 80 a 84 años;28
Total Nacional;09 Cataluña;Ambos sexos;De 85 a 89 años;20
Total Nacional;09 Cataluña;Ambos sexos;De 90 a 94 años;17
Total Nacional;09 Cataluña;Ambos sexos;De 95 años y más;5
Total Nacional;09 Cataluña;Hombres;Todas las edades;380
Total Nacional;09 Cataluña;Hombres;Menores de 15 años;0
Total Nacional;09 Cataluña;Hombres;De 15 a 29 años;38
Total Nacional;09 Cataluña;Hombres;De 30 a 39 años;47
Total Nacional;09 Cataluña;Hombres;De 40 a 44 años;41
Total Nacional;09 Cataluña;Hombres;De 45 a 49 años;44
Total Nacional;09 Cataluña;Hombres;De 50 a 54 años;49
Total Nacional;09 Cataluña;Hombres;De 55 a 59 años;24
Total Nacional;09 Cataluña;Hombres;De 60 a 64 años;30
Total Nacional;09 Cataluña;Hombres;De 65 a 69 años;20
Total Nacional;09 Cataluña;Hombres;De 70 a 74 años;21
Total Nacional;09 Cataluña;Hombres;De 75 a 79 años;19
Total Nacional;09 Cataluña;Hombres;De 80 a 84 años;16
Total Nacional;09 Cataluña;Hombres;De 85 a 89 años;15
Total Nacional;09 Cataluña;Hombres;De 90 a 94 años;12
Total Nacional;09 Cataluña;Hombres;De 95 años y más;4
Total Nacional;09 Cataluña;Mujeres;Todas las edades;155
Total Nacional;09 Cataluña;Mujeres;Menores de 15 años;2
Total Nacional;09 Cataluña;Mujeres;De 15 a 29 años;14
Total Nacional;09 Cataluña;Mujeres;De 30 a 39 años;21
Total Nacional;09 Cataluña;Mujeres;De 40 a 44 años;8
Total Nacional;09 Cataluña;Mujeres;De 45 a 49 años;14
Total Nacional;09 Cataluña;Mujeres;De 50 a 54 años;22
Total Nacional;09 Cataluña;Mujeres;De 55 a 59 años;11
Total Nacional;09 Cataluña;Mujeres;De 60 a 64 años;12
Total Nacional;09 Cataluña;Mujeres;De 65 a 69 años;14
Total Nacional;09 Cataluña;Mujeres;De 70 a 74 años;6
Total Nacional;09 Cataluña;Mujeres;De 75 a 79 años;8
Total Nacional;09 Cataluña;Mujeres;De 80 a 84 años;12
Total Nacional;09 Cataluña;Mujeres;De 85 a 89 años;5
Total Nacional;09 Cataluña;Mujeres;De 90 a 94 años;5
Total Nacional;09 Cataluña;Mujeres;De 95 años y más;1
Total Nacional;10 Comunitat Valenciana;Ambos sexos;Todas las edades;450
Total Nacional;10 Comunitat Valenciana;Ambos sexos;Menores de 15 años;1
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 15 a 29 años;26
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 30 a 39 años;40
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 40 a 44 años;35
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 45 a 49 años;48
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 50 a 54 años;64
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 55 a 59 años;45
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 60 a 64 años;32
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 65 a 69 años;29
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 70 a 74 años;35
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 75 a 79 años;25
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 80 a 84 años;34
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 85 a 89 años;27
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 90 a 94 años;9
Total Nacional;10 Comunitat Valenciana;Ambos sexos;De 95 años y más;0
Total Nacional;10 Comunitat Valenciana;Hombres;Todas las edades;348
Total Nacional;10 Comunitat Valenciana;Hombres;Menores de 15 años;1
Total Nacional;10 Comunitat Valenciana;Hombres;De 15 a 29 años;20
Total Nacional;10 Comunitat Valenciana;Hombres;De 30 a 39 años;31
Total Nacional;10 Comunitat Valenciana;Hombres;De 40 a 44 años;26
Total Nacional;10 Comunitat Valenciana;Hombres;De 45 a 49 años;40
Total Nacional;10 Comunitat Valenciana;Hombres;De 50 a 54 años;51
Total Nacional;10 Comunitat Valenciana;Hombres;De 55 a 59 años;33
Total Nacional;10 Comunitat Valenciana;Hombres;De 60 a 64 años;25
Total Nacional;10 Comunitat Valenciana;Hombres;De 65 a 69 años;23
Total Nacional;10 Comunitat Valenciana;Hombres;De 70 a 74 años;26
Total Nacional;10 Comunitat Valenciana;Hombres;De 75 a 79 años;17
Total Nacional;10 Comunitat Valenciana;Hombres;De 80 a 84 años;27
Total Nacional;10 Comunitat Valenciana;Hombres;De 85 a 89 años;22
Total Nacional;10 Comunitat Valenciana;Hombres;De 90 a 94 años;6
Total Nacional;10 Comunitat Valenciana;Hombres;De 95 años y más;0
Total Nacional;10 Comunitat Valenciana;Mujeres;Todas las edades;102
Total Nacional;10 Comunitat Valenciana;Mujeres;Menores de 15 años;0
Total Nacional;10 Comunitat Valenciana;Mujeres;De 15 a 29 años;6
Total Nacional;10 Comunitat Valenciana;Mujeres;De 30 a 39 años;9
Total Nacional;10 Comunitat Valenciana;Mujeres;De 40 a 44 años;9
Total Nacional;10 Comunitat Valenciana;Mujeres;De 45 a 49 años;8
Total Nacional;10 Comunitat Valenciana;Mujeres;De 50 a 54 años;13
Total Nacional;10 Comunitat Valenciana;Mujeres;De 55 a 59 años;12
Total Nacional;10 Comunitat Valenciana;Mujeres;De 60 a 64 años;7
Total Nacional;10 Comunitat Valenciana;Mujeres;De 65 a 69 años;6
Total Nacional;10 Comunitat Valenciana;Mujeres;De 70 a 74 años;9
Total Nacional;10 Comunitat Valenciana;Mujeres;De 75 a 79 años;8
Total Nacional;10 Comunitat Valenciana;Mujeres;De 80 a 84 años;7
Total Nacional;10 Comunitat Valenciana;Mujeres;De 85 a 89 años;5
Total Nacional;10 Comunitat Valenciana;Mujeres;De 90 a 94 años;3
Total Nacional;10 Comunitat Valenciana;Mujeres;De 95 años y más;0
Total Nacional;11 Extremadura;Ambos sexos;Todas las edades;79
Total Nacional;11 Extremadura;Ambos sexos;Menores de 15 años;0
Total Nacional;11 Extremadura;Ambos sexos;De 15 a 29 años;7
Total Nacional;11 Extremadura;Ambos sexos;De 30 a 39 años;12
Total Nacional;11 Extremadura;Ambos sexos;De 40 a 44 años;6
Total Nacional;11 Extremadura;Ambos sexos;De 45 a 49 años;5
Total Nacional;11 Extremadura;Ambos sexos;De 50 a 54 años;12
Total Nacional;11 Extremadura;Ambos sexos;De 55 a 59 años;9
Total Nacional;11 Extremadura;Ambos sexos;De 60 a 64 años;6
Total Nacional;11 Extremadura;Ambos sexos;De 65 a 69 años;3
Total Nacional;11 Extremadura;Ambos sexos;De 70 a 74 años;6
Total Nacional;11 Extremadura;Ambos sexos;De 75 a 79 años;6
Total Nacional;11 Extremadura;Ambos sexos;De 80 a 84 años;2
Total Nacional;11 Extremadura;Ambos sexos;De 85 a 89 años;3
Total Nacional;11 Extremadura;Ambos sexos;De 90 a 94 años;1
Total Nacional;11 Extremadura;Ambos sexos;De 95 años y más;1
Total Nacional;11 Extremadura;Hombres;Todas las edades;68
Total Nacional;11 Extremadura;Hombres;Menores de 15 años;0
Total Nacional;11 Extremadura;Hombres;De 15 a 29 años;6
Total Nacional;11 Extremadura;Hombres;De 30 a 39 años;11
Total Nacional;11 Extremadura;Hombres;De 40 a 44 años;5
Total Nacional;11 Extremadura;Hombres;De 45 a 49 años;3
Total Nacional;11 Extremadura;Hombres;De 50 a 54 años;10
Total Nacional;11 Extremadura;Hombres;De 55 a 59 años;9
Total Nacional;11 Extremadura;Hombres;De 60 a 64 años;5
Total Nacional;11 Extremadura;Hombres;De 65 a 69 años;2
Total Nacional;11 Extremadura;Hombres;De 70 a 74 años;6
Total Nacional;11 Extremadura;Hombres;De 75 a 79 años;4
Total Nacional;11 Extremadura;Hombres;De 80 a 84 años;2
Total Nacional;11 Extremadura;Hombres;De 85 a 89 años;3
Total Nacional;11 Extremadura;Hombres;De 90 a 94 años;1
Total Nacional;11 Extremadura;Hombres;De 95 años y más;1
Total Nacional;11 Extremadura;Mujeres;Todas las edades;11
Total Nacional;11 Extremadura;Mujeres;Menores de 15 años;0
Total Nacional;11 Extremadura;Mujeres;De 15 a 29 años;1
Total Nacional;11 Extremadura;Mujeres;De 30 a 39 años;1
Total Nacional;11 Extremadura;Mujeres;De 40 a 44 años;1
Total Nacional;11 Extremadura;Mujeres;De 45 a 49 años;2
Total Nacional;11 Extremadura;Mujeres;De 50 a 54 años;2
Total Nacional;11 Extremadura;Mujeres;De 55 a 59 años;0
Total Nacional;11 Extremadura;Mujeres;De 60 a 64 años;1
Total Nacional;11 Extremadura;Mujeres;De 65 a 69 años;1
Total Nacional;11 Extremadura;Mujeres;De 70 a 74 años;0
Total Nacional;11 Extremadura;Mujeres;De 75 a 79 años;2
Total Nacional;11 Extremadura;Mujeres;De 80 a 84 años;0
Total Nacional;11 Extremadura;Mujeres;De 85 a 89 años;0
Total Nacional;11 Extremadura;Mujeres;De 90 a 94 años;0
Total Nacional;11 Extremadura;Mujeres;De 95 años y más;0
Total Nacional;12 Galicia;Ambos sexos;Todas las edades;292
Total Nacional;12 Galicia;Ambos sexos;Menores de 15 años;0
Total Nacional;12 Galicia;Ambos sexos;De 15 a 29 años;17
Total Nacional;12 Galicia;Ambos sexos;De 30 a 39 años;30
Total Nacional;12 Galicia;Ambos sexos;De 40 a 44 años;20
Total Nacional;12 Galicia;Ambos sexos;De 45 a 49 años;29
Total Nacional;12 Galicia;Ambos sexos;De 50 a 54 años;25
Total Nacional;12 Galicia;Ambos sexos;De 55 a 59 años;39
Total Nacional;12 Galicia;Ambos sexos;De 60 a 64 años;18
Total Nacional;12 Galicia;Ambos sexos;De 65 a 69 años;25
Total Nacional;12 Galicia;Ambos sexos;De 70 a 74 años;20
Total Nacional;12 Galicia;Ambos sexos;De 75 a 79 años;21
Total Nacional;12 Galicia;Ambos sexos;De 80 a 84 años;22
Total Nacional;12 Galicia;Ambos sexos;De 85 a 89 años;15
Total Nacional;12 Galicia;Ambos sexos;De 90 a 94 años;8
Total Nacional;12 Galicia;Ambos sexos;De 95 años y más;3
Total Nacional;12 Galicia;Hombres;Todas las edades;220
Total Nacional;12 Galicia;Hombres;Menores de 15 años;0
Total Nacional;12 Galicia;Hombres;De 15 a 29 años;9
Total Nacional;12 Galicia;Hombres;De 30 a 39 años;25
Total Nacional;12 Galicia;Hombres;De 40 a 44 años;14
Total Nacional;12 Galicia;Hombres;De 45 a 49 años;20
Total Nacional;12 Galicia;Hombres;De 50 a 54 años;18
Total Nacional;12 Galicia;Hombres;De 55 a 59 años;31
Total Nacional;12 Galicia;Hombres;De 60 a 64 años;14
Total Nacional;12 Galicia;Hombres;De 65 a 69 años;20
Total Nacional;12 Galicia;Hombres;De 70 a 74 años;14
Total Nacional;12 Galicia;Hombres;De 75 a 79 años;20
Total Nacional;12 Galicia;Hombres;De 80 a 84 años;15
Total Nacional;12 Galicia;Hombres;De 85 a 89 años;12
Total Nacional;12 Galicia;Hombres;De 90 a 94 años;5
Total Nacional;12 Galicia;Hombres;De 95 años y más;3
Total Nacional;12 Galicia;Mujeres;Todas las edades;72
Total Nacional;12 Galicia;Mujeres;Menores de 15 años;0
Total Nacional;12 Galicia;Mujeres;De 15 a 29 años;8
Total Nacional;12 Galicia;Mujeres;De 30 a 39 años;5
Total Nacional;12 Galicia;Mujeres;De 40 a 44 años;6
Total Nacional;12 Galicia;Mujeres;De 45 a 49 años;9
Total Nacional;12 Galicia;Mujeres;De 50 a 54 años;7
Total Nacional;12 Galicia;Mujeres;De 55 a 59 años;8
Total Nacional;12 Galicia;Mujeres;De 60 a 64 años;4
Total Nacional;12 Galicia;Mujeres;De 65 a 69 años;5
Total Nacional;12 Galicia;Mujeres;De 70 a 74 años;6
Total Nacional;12 Galicia;Mujeres;De 75 a 79 años;1
Total Nacional;12 Galicia;Mujeres;De 80 a 84 años;7
Total Nacional;12 Galicia;Mujeres;De 85 a 89 años;3
Total Nacional;12 Galicia;Mujeres;De 90 a 94 años;3
Total Nacional;12 Galicia;Mujeres;De 95 años y más;0
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;Todas las edades;350
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;Menores de 15 años;0
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 15 a 29 años;39
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 30 a 39 años;48
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 40 a 44 años;33
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 45 a 49 años;37
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 50 a 54 años;36
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 55 a 59 años;33
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 60 a 64 años;27
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 65 a 69 años;19
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 70 a 74 años;20
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 75 a 79 años;26
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 80 a 84 años;12
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 85 a 89 años;16
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 90 a 94 años;4
Total Nacional;13 Madrid, Comunidad de;Ambos sexos;De 95 años y más;0
Total Nacional;13 Madrid, Comunidad de;Hombres;Todas las edades;245
Total Nacional;13 Madrid, Comunidad de;Hombres;Menores de 15 años;0
Total Nacional;13 Madrid, Comunidad de;Hombres;De 15 a 29 años;29
Total Nacional;13 Madrid, Comunidad de;Hombres;De 30 a 39 años;37
Total Nacional;13 Madrid, Comunidad de;Hombres;De 40 a 44 años;27
Total Nacional;13 Madrid, Comunidad de;Hombres;De 45 a 49 años;28
Total Nacional;13 Madrid, Comunidad de;Hombres;De 50 a 54 años;20
Total Nacional;13 Madrid, Comunidad de;Hombres;De 55 a 59 años;21
Total Nacional;13 Madrid, Comunidad de;Hombres;De 60 a 64 años;16
Total Nacional;13 Madrid, Comunidad de;Hombres;De 65 a 69 años;11
Total Nacional;13 Madrid, Comunidad de;Hombres;De 70 a 74 años;14
Total Nacional;13 Madrid, Comunidad de;Hombres;De 75 a 79 años;19
Total Nacional;13 Madrid, Comunidad de;Hombres;De 80 a 84 años;7
Total Nacional;13 Madrid, Comunidad de;Hombres;De 85 a 89 años;13
Total Nacional;13 Madrid, Comunidad de;Hombres;De 90 a 94 años;3
Total Nacional;13 Madrid, Comunidad de;Hombres;De 95 años y más;0
Total Nacional;13 Madrid, Comunidad de;Mujeres;Todas las edades;105
Total Nacional;13 Madrid, Comunidad de;Mujeres;Menores de 15 años;0
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 15 a 29 años;10
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 30 a 39 años;11
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 40 a 44 años;6
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 45 a 49 años;9
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 50 a 54 años;16
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 55 a 59 años;12
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 60 a 64 años;11
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 65 a 69 años;8
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 70 a 74 años;6
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 75 a 79 años;7
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 80 a 84 años;5
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 85 a 89 años;3
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 90 a 94 años;1
Total Nacional;13 Madrid, Comunidad de;Mujeres;De 95 años y más;0
Total Nacional;14 Murcia, Región de;Ambos sexos;Todas las edades;125
Total Nacional;14 Murcia, Región de;Ambos sexos;Menores de 15 años;1
Total Nacional;14 Murcia, Región de;Ambos sexos;De 15 a 29 años;12
Total Nacional;14 Murcia, Región de;Ambos sexos;De 30 a 39 años;19
Total Nacional;14 Murcia, Región de;Ambos sexos;De 40 a 44 años;17
Total Nacional;14 Murcia, Región de;Ambos sexos;De 45 a 49 años;20
Total Nacional;14 Murcia, Región de;Ambos sexos;De 50 a 54 años;11
Total Nacional;14 Murcia, Región de;Ambos sexos;De 55 a 59 años;9
Total Nacional;14 Murcia, Región de;Ambos sexos;De 60 a 64 años;7
Total Nacional;14 Murcia, Región de;Ambos sexos;De 65 a 69 años;7
Total Nacional;14 Murcia, Región de;Ambos sexos;De 70 a 74 años;2
Total Nacional;14 Murcia, Región de;Ambos sexos;De 75 a 79 años;9
Total Nacional;14 Murcia, Región de;Ambos sexos;De 80 a 84 años;6
Total Nacional;14 Murcia, Región de;Ambos sexos;De 85 a 89 años;4
Total Nacional;14 Murcia, Región de;Ambos sexos;De 90 a 94 años;1
Total Nacional;14 Murcia, Región de;Ambos sexos;De 95 años y más;0
Total Nacional;14 Murcia, Región de;Hombres;Todas las edades;101
Total Nacional;14 Murcia, Región de;Hombres;Menores de 15 años;1
Total Nacional;14 Murcia, Región de;Hombres;De 15 a 29 años;11
Total Nacional;14 Murcia, Región de;Hombres;De 30 a 39 años;16
Total Nacional;14 Murcia, Región de;Hombres;De 40 a 44 años;13
Total Nacional;14 Murcia, Región de;Hombres;De 45 a 49 años;16
Total Nacional;14 Murcia, Región de;Hombres;De 50 a 54 años;9
Total Nacional;14 Murcia, Región de;Hombres;De 55 a 59 años;8
Total Nacional;14 Murcia, Región de;Hombres;De 60 a 64 años;4
Total Nacional;14 Murcia, Región de;Hombres;De 65 a 69 años;5
Total Nacional;14 Murcia, Región de;Hombres;De 70 a 74 años;0
Total Nacional;14 Murcia, Región de;Hombres;De 75 a 79 años;9
Total Nacional;14 Murcia, Región de;Hombres;De 80 a 84 años;5
Total Nacional;14 Murcia, Región de;Hombres;De 85 a 89 años;3
Total Nacional;14 Murcia, Región de;Hombres;De 90 a 94 años;1
Total Nacional;14 Murcia, Región de;Hombres;De 95 años y más;0
Total Nacional;14 Murcia, Región de;Mujeres;Todas las edades;24
Total Nacional;14 Murcia, Región de;Mujeres;Menores de 15 años;0
Total Nacional;14 Murcia, Región de;Mujeres;De 15 a 29 años;1
Total Nacional;14 Murcia, Región de;Mujeres;De 30 a 39 años;3
Total Nacional;14 Murcia, Región de;Mujeres;De 40 a 44 años;4
Total Nacional;14 Murcia, Región de;Mujeres;De 45 a 49 años;4
Total Nacional;14 Murcia, Región de;Mujeres;De 50 a 54 años;2
Total Nacional;14 Murcia, Región de;Mujeres;De 55 a 59 años;1
Total Nacional;14 Murcia, Región de;Mujeres;De 60 a 64 años;3
Total Nacional;14 Murcia, Región de;Mujeres;De 65 a 69 años;2
Total Nacional;14 Murcia, Región de;Mujeres;De 70 a 74 años;2
Total Nacional;14 Murcia, Región de;Mujeres;De 75 a 79 años;0
Total Nacional;14 Murcia, Región de;Mujeres;De 80 a 84 años;1
Total Nacional;14 Murcia, Región de;Mujeres;De 85 a 89 años;1
Total Nacional;14 Murcia, Región de;Mujeres;De 90 a 94 años;0
Total Nacional;14 Murcia, Región de;Mujeres;De 95 años y más;0
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;Todas las edades;46
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;Menores de 15 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 15 a 29 años;8
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 30 a 39 años;3
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 40 a 44 años;8
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 45 a 49 años;8
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 50 a 54 años;3
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 55 a 59 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 60 a 64 años;1
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 65 a 69 años;3
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 70 a 74 años;2
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 75 a 79 años;5
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 80 a 84 años;3
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 85 a 89 años;2
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 90 a 94 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Ambos sexos;De 95 años y más;0
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;Todas las edades;34
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;Menores de 15 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 15 a 29 años;5
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 30 a 39 años;2
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 40 a 44 años;6
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 45 a 49 años;6
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 50 a 54 años;2
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 55 a 59 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 60 a 64 años;1
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 65 a 69 años;3
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 70 a 74 años;1
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 75 a 79 años;3
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 80 a 84 años;3
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 85 a 89 años;2
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 90 a 94 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Hombres;De 95 años y más;0
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;Todas las edades;12
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;Menores de 15 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 15 a 29 años;3
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 30 a 39 años;1
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 40 a 44 años;2
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 45 a 49 años;2
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 50 a 54 años;1
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 55 a 59 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 60 a 64 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 65 a 69 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 70 a 74 años;1
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 75 a 79 años;2
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 80 a 84 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 85 a 89 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 90 a 94 años;0
Total Nacional;15 Navarra, Comunidad Foral de;Mujeres;De 95 años y más;0
Total Nacional;16 País Vasco;Ambos sexos;Todas las edades;137
Total Nacional;16 País Vasco;Ambos sexos;Menores de 15 años;1
Total Nacional;16 País Vasco;Ambos sexos;De 15 a 29 años;11
Total Nacional;16 País Vasco;Ambos sexos;De 30 a 39 años;15
Total Nacional;16 País Vasco;Ambos sexos;De 40 a 44 años;8
Total Nacional;16 País Vasco;Ambos sexos;De 45 a 49 años;14
Total Nacional;16 País Vasco;Ambos sexos;De 50 a 54 años;11
Total Nacional;16 País Vasco;Ambos sexos;De 55 a 59 años;18
Total Nacional;16 País Vasco;Ambos sexos;De 60 a 64 años;13
Total Nacional;16 País Vasco;Ambos sexos;De 65 a 69 años;8
Total Nacional;16 País Vasco;Ambos sexos;De 70 a 74 años;17
Total Nacional;16 País Vasco;Ambos sexos;De 75 a 79 años;9
Total Nacional;16 País Vasco;Ambos sexos;De 80 a 84 años;8
Total Nacional;16 País Vasco;Ambos sexos;De 85 a 89 años;3
Total Nacional;16 País Vasco;Ambos sexos;De 90 a 94 años;1
Total Nacional;16 País Vasco;Ambos sexos;De 95 años y más;0
Total Nacional;16 País Vasco;Hombres;Todas las edades;111
Total Nacional;16 País Vasco;Hombres;Menores de 15 años;1
Total Nacional;16 País Vasco;Hombres;De 15 a 29 años;8
Total Nacional;16 País Vasco;Hombres;De 30 a 39 años;12
Total Nacional;16 País Vasco;Hombres;De 40 a 44 años;7
Total Nacional;16 País Vasco;Hombres;De 45 a 49 años;13
Total Nacional;16 País Vasco;Hombres;De 50 a 54 años;8
Total Nacional;16 País Vasco;Hombres;De 55 a 59 años;13
Total Nacional;16 País Vasco;Hombres;De 60 a 64 años;9
Total Nacional;16 País Vasco;Hombres;De 65 a 69 años;7
Total Nacional;16 País Vasco;Hombres;De 70 a 74 años;15
Total Nacional;16 País Vasco;Hombres;De 75 a 79 años;9
Total Nacional;16 País Vasco;Hombres;De 80 a 84 años;5
Total Nacional;16 País Vasco;Hombres;De 85 a 89 años;3
Total Nacional;16 País Vasco;Hombres;De 90 a 94 años;1
Total Nacional;16 País Vasco;Hombres;De 95 años y más;0
Total Nacional;16 País Vasco;Mujeres;Todas las edades;26
Total Nacional;16 País Vasco;Mujeres;Menores de 15 años;0
Total Nacional;16 País Vasco;Mujeres;De 15 a 29 años;3
Total Nacional;16 País Vasco;Mujeres;De 30 a 39 años;3
Total Nacional;16 País Vasco;Mujeres;De 40 a 44 años;1
Total Nacional;16 País Vasco;Mujeres;De 45 a 49 años;1
